route_id,supplier_id,supplier_name,supplier_city,facility_id,facility_name,facility_city,straight_line_km,road_distance_km,estimated_travel_hrs,primary_highway,route_type,flood_risk_score,congestion_risk_score,disruption_probability,is_primary_route,is_emergency_route,is_active
df3bfe49-4a20-4f87-ac2e-52c531850200,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,293.4,392.0,6.17,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.25,0.22,0.197,True,True,True
6d8d762e-f7b6-4617-a4eb-9111ffea2d1d,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,204.8,268.8,4.04,NH-275 (Mysuru-Mangaluru via Madikeri),express_highway,0.3,0.16,0.199,True,True,True
720c41d6-1295-4bae-8cf5-8daf58841d8b,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,e75c24ce-ea39-4952-8e06-5f2f0f0b6f04,District Hospital Hubballi,Hubballi,280.8,397.2,9.07,SH/District Road (Mangaluru–Hubballi),state_highway,0.05,0.31,0.144,True,True,True
87da06c8-cb3b-4b4e-b53c-f3ddb31d990e,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,77292609-8620-483b-a2b9-e7a1c72fd793,District Hospital Mangaluru,Mangaluru,4.7,6.8,0.15,SH/District Road (Mangaluru–Mangaluru),intra_city,0.07,0.15,0.104,True,True,True
38fcdb43-1801-4ab8-adeb-f236a072cad4,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,297.9,379.6,6.21,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.11,0.17,0.126,True,True,True
c9387681-f984-48f9-ade8-2043b82e28d4,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,297.5,354.9,5.26,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.1,0.21,0.134,True,True,True
9800801a-362d-42f4-9f51-8488a000f428,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,296.6,381.9,5.85,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.23,0.18,0.177,True,True,True
16049c2a-e747-4896-afd5-1ddb32cf4914,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,299.0,399.6,6.32,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.14,0.37,0.198,True,True,True
3a0d860a-3400-4e56-ac27-45929d6bb8de,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,295.9,379.1,5.63,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.32,0.12,0.195,True,True,True
0923f718-801f-4b70-9a8d-b624ace72d2f,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,2c10669e-877f-49df-988b-6f88cea0c8db,SDM College of Medical Sciences,Dharwad,291.0,478.1,9.85,SH/District Road (Mangaluru–Dharwad),state_highway,0.16,0.18,0.149,True,True,True
7db320a2-098f-4810-b6ab-a8e847e67938,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,296.5,347.1,4.7,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.09,0.18,0.121,True,True,True
1fa93dc1-1e33-4be2-9571-b8b3a21aca23,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,bb873a93-3bde-4136-a0f3-0c7b476f70af,Kasturba Medical College Manipal,Mangaluru,2.7,4.4,0.1,SH/District Road (Mangaluru–Mangaluru),intra_city,0.3,0.13,0.19,True,True,True
c1eac78c-85cb-44e8-991a-660cd7857993,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,dfb79b7d-fda2-41d6-bdd4-38ec2404c401,Wenlock District Hospital,Mangaluru,3.3,4.5,0.09,SH/District Road (Mangaluru–Mangaluru),intra_city,0.1,0.26,0.149,True,True,True
ae8728b9-94a8-4b71-922e-d82ad56324ff,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,District Hospital Shivamogga,Shivamogga,143.0,193.7,3.83,SH/District Road (Mangaluru–Shivamogga),state_highway,0.32,0.35,0.264,True,True,True
f36cb2a1-3771-476e-b530-b9836d6d4b6b,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,District Hospital Davangere,Davanagere,206.6,348.3,6.56,SH/District Road (Mangaluru–Davanagere),state_highway,0.18,0.22,0.169,True,True,True
500f7fb6-aa51-40e7-905f-1a8a65cf4a89,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,249.4,415.0,7.75,SH/District Road (Mangaluru–Tumakuru),state_highway,0.34,0.33,0.266,True,True,True
1abc9683-3f3e-4a58-bbad-e2cff383fb74,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,297.9,354.6,4.8,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.33,0.3,0.253,True,True,True
699ed3d0-f2f8-46c9-95dd-7887249ee893,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,302.5,399.8,6.04,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.33,0.13,0.202,True,True,True
2bd3a21b-302a-4574-897b-d7af80803572,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,296.8,392.6,7.0,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.15,0.14,0.133,True,True,True
7cb71c3b-7d38-4998-9a61-8d9f6f3e7787,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,299.2,372.8,6.25,NH-75 (Bengaluru-Mangaluru via Hassan),express_highway,0.34,0.27,0.248,True,True,True
371923a5-fa88-4192-b6d8-cd60b3cceac3,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,210.2,279.5,4.62,NH-275 (Mysuru-Mangaluru via Madikeri),express_highway,0.06,0.33,0.154,True,True,True
b9143f4f-d43e-479f-b636-d18b7f22f450,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,136.4,210.2,4.1,SH/District Road (Mangaluru–Hassan),state_highway,0.3,0.28,0.235,True,True,True
f3ecda0a-178a-4f86-afd0-67232ba1185d,263fb354-44ea-4656-80a3-fb823fb59b07,Bhadra Medical Distributors,Mangaluru,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,224.8,379.6,7.69,SH/District Road (Mangaluru–Mandya),state_highway,0.25,0.21,0.194,True,True,True
9d680754-7ed9-45f7-938a-bdf0afaac795,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,96.5,125.7,1.82,NH-275 (Bengaluru-Mandya),express_highway,0.15,0.29,0.262,True,False,True
7461e191-6db1-458e-b89f-8c6aee9bb54f,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,93.2,110.9,1.84,NH-275 (Bengaluru-Mandya),express_highway,0.33,0.22,0.314,True,False,True
9eb885a7-ab0c-471a-bfd2-18f0de845b07,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,96.1,115.2,1.78,NH-275 (Bengaluru-Mandya),express_highway,0.17,0.32,0.279,True,False,True
57b04aff-c840-45f5-b0a2-63a304b5a3a9,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,91.8,123.2,1.84,NH-275 (Bengaluru-Mandya),express_highway,0.23,0.21,0.271,True,False,True
b3567e38-21f4-4459-bd26-d921cbb2efd0,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,101.2,127.7,2.08,NH-275 (Bengaluru-Mandya),express_highway,0.05,0.36,0.243,True,False,True
7ef0014c-f9c4-4962-99f0-bbd5b624b04d,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,91.8,113.5,1.75,NH-275 (Bengaluru-Mandya),express_highway,0.08,0.35,0.253,True,False,True
a60b88f2-f26e-414e-80ee-027b3b54681e,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,88.7,105.0,1.66,NH-275 (Bengaluru-Mandya),express_highway,0.3,0.24,0.307,True,False,True
20a5f9ab-c415-4e43-b35e-22ba51d70d65,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,92.6,123.7,2.09,NH-275 (Bengaluru-Mandya),express_highway,0.26,0.39,0.337,True,False,True
f617929a-c84a-4e64-87f7-e3869b5dddcf,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,89.2,112.3,1.63,NH-275 (Bengaluru-Mandya),express_highway,0.17,0.33,0.282,True,False,True
ccdada42-20f6-43b9-9d98-b0c9feecdc40,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,85.7,114.1,1.65,NH-275 (Bengaluru-Mandya),express_highway,0.33,0.28,0.332,True,False,True
f61acd7c-c354-421e-9b22-474416e672fe,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,96.3,121.9,2.0,NH-275 (Bengaluru-Mandya),express_highway,0.26,0.36,0.328,True,False,True
d1f31150-7438-4155-8617-89856d861979,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,96.1,123.0,2.06,NH-275 (Bengaluru-Mandya),express_highway,0.21,0.33,0.298,True,False,True
683aa9ed-830b-427f-bb74-40c0a1f5c779,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,dd834eb1-aaae-4891-b2ad-374d652abd13,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,88.1,117.9,2.03,NH-275 (Bengaluru-Mandya),express_highway,0.09,0.22,0.217,True,False,True
304dec68-4c8e-408c-9bb9-86d774a297cb,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,65dc85ee-f185-47d6-84aa-43ca635e1c0b,Felix Hospital,Bengaluru,92.7,108.9,1.46,NH-275 (Bengaluru-Mandya),express_highway,0.18,0.26,0.265,True,False,True
291d08b6-6788-41b4-ab3a-ed9636fe3742,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,bed2c1aa-514a-41ac-a282-a483af506301,Rainbow Children's Hospital,Bengaluru,93.3,111.5,1.74,NH-275 (Bengaluru-Mandya),express_highway,0.35,0.25,0.33,True,False,True
bfb420af-fea9-4bb4-a94f-1b60138e7a6d,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,a808bba1-23fa-4a2c-96c5-495ca4360c3f,Victoria Hospital Bengaluru,Bengaluru,92.2,106.2,1.77,NH-275 (Bengaluru-Mandya),express_highway,0.34,0.4,0.371,True,False,True
aa0b51e3-6dd3-41fe-838c-2ce75ded2a42,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,Bowring & Lady Curzon Hospital,Bengaluru,89.2,106.3,1.58,NH-275 (Bengaluru-Mandya),express_highway,0.07,0.27,0.225,True,False,True
4bb33f8e-2a72-4d15-a6c7-9000b0c122dd,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,K.R. Hospital Mysuru,Mysuru,38.5,45.2,0.63,NH-275 (Mysuru-Mandya),express_highway,0.33,0.15,0.292,True,False,True
bc68b75d-d69d-44f2-bcf2-2f42a8c2f6c9,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,77292609-8620-483b-a2b9-e7a1c72fd793,District Hospital Mangaluru,Mangaluru,224.6,311.2,7.45,SH/District Road (Mandya–Mangaluru),state_highway,0.07,0.18,0.198,True,False,True
e86acdd2-5a48-4210-981a-884244947b93,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,Kidwai Memorial Institute of Oncology,Bengaluru,92.2,124.3,2.22,NH-275 (Bengaluru-Mandya),express_highway,0.31,0.12,0.275,True,False,True
d7a656f9-0b39-490d-a08c-619ae0b80d54,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,820f482b-7d4c-4705-b3e9-eea15ecd8762,Sri Jayadeva Institute of Cardiovascular Sciences,Bengaluru,90.9,114.1,1.78,NH-275 (Bengaluru-Mandya),express_highway,0.33,0.16,0.295,True,False,True
c14ccc94-3023-4939-bb64-9a3549192c06,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,National Institute of Mental Health and Neuro Sciences,Bengaluru,92.1,109.2,1.56,NH-275 (Bengaluru-Mandya),express_highway,0.27,0.31,0.317,True,False,True
c2bd6887-ae05-40a3-b7ea-272ea75da675,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,92366c87-92d8-4174-bdac-9d3aedc179b0,St. Martha's Hospital,Bengaluru,90.4,104.4,1.73,NH-275 (Bengaluru-Mandya),express_highway,0.3,0.28,0.32,True,False,True
3138e281-9533-47da-aaff-1d8f90efdc9c,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,Ramaiah Memorial Hospital,Bengaluru,92.2,117.1,1.92,NH-275 (Bengaluru-Mandya),express_highway,0.13,0.38,0.281,True,False,True
03452d87-36b7-48b0-bb95-2912dbe2f329,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,78399964-5347-49c7-bcbf-e7353d627e13,S Nijalingappa Medical College,Bengaluru,89.4,105.1,1.43,NH-275 (Bengaluru-Mandya),express_highway,0.22,0.2,0.264,True,False,True
43ce41cc-31c5-46d3-b874-53ff4b185e1e,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,District Hospital Shivamogga,Shivamogga,212.9,302.0,5.6,SH/District Road (Mandya–Shivamogga),state_highway,0.16,0.23,0.248,True,False,True
3d2675e1-ca9b-4138-ab22-6321e7129be2,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,4de9da93-ced1-40d4-ab48-6dccb51417e7,District Hospital Tumakuru,Tumakuru,94.7,148.1,3.38,SH/District Road (Mandya–Tumakuru),state_highway,0.24,0.37,0.323,True,False,True
62985ae5-703d-480a-8aa0-35db0eee66e9,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,Columbia Asia Hospital Hebbal,Bengaluru,92.0,120.5,1.69,NH-275 (Bengaluru-Mandya),express_highway,0.13,0.23,0.236,True,False,True
1f3e4826-c80b-4edd-91b3-c3ceb4973a91,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,Sagar Hospitals Kumaraswamy,Bengaluru,94.7,119.4,2.14,NH-275 (Bengaluru-Mandya),express_highway,0.28,0.2,0.287,True,False,True
60fc3935-c2ca-479c-ab6c-0b70733f7e2a,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,1760cf46-90e5-4fc8-b564-21695685a3a7,Vikram Hospital Millers Road,Bengaluru,91.1,109.9,1.83,NH-275 (Bengaluru-Mandya),express_highway,0.14,0.2,0.231,True,False,True
7e0e9056-4a72-4a46-907f-7c95106aaf37,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,fae91a59-d210-46e8-955c-fe2322805d7f,Cloudnine Hospital Jayanagar,Bengaluru,93.2,118.4,1.78,NH-275 (Bengaluru-Mandya),express_highway,0.13,0.16,0.215,True,False,True
cbb75950-286a-42a4-8f66-6784ddcb9a16,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,886a5c01-1a69-44af-bbd8-bfac1c904067,Meenakshi Mission Hospital,Mysuru,33.5,44.1,0.78,NH-275 (Mysuru-Mandya),express_highway,0.2,0.26,0.274,True,False,True
50cc669b-e81f-4015-ae56-a0b935c17268,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,District Hospital Hassan,Hassan,100.1,166.2,3.5,SH/District Road (Mandya–Hassan),state_highway,0.34,0.36,0.359,True,False,True
245b3912-f709-4063-974b-781f7e8edf5b,1340bf40-0062-42ea-b2db-19df5753a87f,Cauvery Surgical Hub,Mandya,3aab1dd4-f79d-4d8d-bb46-cfa3e2513c71,District Hospital Mandya,Mandya,2.7,3.9,0.1,SH/District Road (Mandya–Mandya),intra_city,0.15,0.22,0.241,True,False,True
f243055e-e609-4869-bdca-ac011e90d86f,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,e75c24ce-ea39-4952-8e06-5f2f0f0b6f04,District Hospital Hubballi,Hubballi,173.4,279.9,6.19,SH/District Road (Vijayapura–Hubballi),state_highway,0.06,0.22,0.13,True,True,True
a8c3854c-5e02-4d42-ad37-886b4dddd31d,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,2c10669e-877f-49df-988b-6f88cea0c8db,SDM College of Medical Sciences,Dharwad,166.6,274.5,7.36,SH/District Road (Vijayapura–Dharwad),state_highway,0.33,0.37,0.283,True,True,True
01d65e1f-fe40-4ce7-b23e-9ad842dd1503,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,57229351-d8e3-4fab-951c-dc8c980d72c0,District Hospital Belagavi,Belagavi,168.9,215.3,3.63,SH-20 (Belagavi-Vijayapura),express_highway,0.68,0.16,0.36,True,True,True
51e22ae9-a642-49ee-9848-2c21004f99ed,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,98e0d752-46c0-4b17-8810-4308cc191df8,Shri B M Patil Medical College,Vijayapura,4.9,6.7,0.12,SH/District Road (Vijayapura–Vijayapura),intra_city,0.13,0.28,0.176,True,True,True
2c073502-6ba0-47f7-85ca-e1e35c60bf21,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,806b17c7-d044-4858-be75-d4ad2a0be545,District Hospital Kalaburagi,Kalaburagi,131.3,191.1,4.51,SH/District Road (Vijayapura–Kalaburagi),state_highway,0.17,0.2,0.168,True,True,True
aeccd8ef-c7f0-4eb1-a720-e65ed5a37f01,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,District Hospital Shivamogga,Shivamogga,322.5,483.8,8.88,SH/District Road (Vijayapura–Shivamogga),state_highway,0.25,0.28,0.224,True,True,True
644dd3f0-1cc3-4bff-a669-fbc817e3756e,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,District Hospital Davangere,Davanagere,267.6,383.5,10.58,SH/District Road (Vijayapura–Davanagere),state_highway,0.31,0.27,0.245,True,True,True
080c6345-bb89-48ca-8853-4dce43a2ddac,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,0147e730-a075-4a8a-bd7b-b1b7e82da23d,District Hospital Ballari,Ballari,231.5,334.3,8.86,SH/District Road (Vijayapura–Ballari),state_highway,0.26,0.15,0.189,True,True,True
059c6956-c5fe-41b7-b154-974b926e5283,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,a358466a-5265-40d0-852b-00e114b60fbe,District Hospital Raichur,Raichur,190.3,272.4,6.95,SH/District Road (Vijayapura–Raichur),state_highway,0.33,0.28,0.256,True,True,True
0ea64207-b0c2-4d22-bf75-693867efccd8,2a6e59ca-520d-420d-af6a-fca628ffdcc3,Tungabhadra Medical Equipments,Vijayapura,fe33aec8-62ce-493c-9772-7256c3bc157b,District Hospital Bidar,Bidar,228.3,379.7,10.21,SH/District Road (Vijayapura–Bidar),state_highway,0.33,0.26,0.25,True,True,True
6c76b8ee-4c58-4767-8c53-3d94977457e2,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,Apollo Hospitals Bangalore,Bengaluru,69.3,89.0,1.42,NH-48 (Bengaluru-Tumakuru),express_highway,0.07,0.79,0.286,True,True,True
cd054653-3836-49af-8e83-d1ab3b9f09a5,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,7aff3511-d078-448e-a99d-90bfc23f7d81,Manipal Hospitals Bangalore,Bengaluru,68.5,92.3,1.48,NH-48 (Bengaluru-Tumakuru),express_highway,0.33,0.55,0.318,True,True,True
f7715e7a-eed8-4ca1-8407-d1adefe4c600,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,6ebb1cd6-4336-4042-a427-21e6d887b651,Sakra World Hospital,Bengaluru,70.8,83.7,1.48,NH-48 (Bengaluru-Tumakuru),express_highway,0.17,0.52,0.245,True,True,True
e5450840-2a7c-4a2d-937b-957cf0ef476e,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,31a28173-ca6a-4d67-9360-2838c27e34b7,BGS Gleneagles Global Hospital Bengaluru,Bengaluru,61.4,75.5,1.31,NH-48 (Bengaluru-Tumakuru),express_highway,0.27,0.75,0.354,True,True,True
528ef993-905b-4d95-80a0-ea6829fb1554,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,b49a2296-bdce-41bc-bf54-85c773ddb57d,Aster CMI Hospital,Bengaluru,66.7,85.9,1.46,NH-48 (Bengaluru-Tumakuru),express_highway,0.28,0.57,0.304,True,True,True
e68ed18b-eaa3-47ce-a27d-3805082adc04,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,f067a3f8-7132-4fb0-a81a-596b322e6731,Aster RV Hospital,Bengaluru,66.3,86.3,1.3,NH-48 (Bengaluru-Tumakuru),express_highway,0.16,0.53,0.244,True,True,True
a31c5149-d4a7-482a-b0cd-3dddaba65885,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,943dcbc1-e0cf-405d-924d-ff309d9a66b2,SPARSH Hospital,Bengaluru,58.2,76.5,1.04,NH-48 (Bengaluru-Tumakuru),express_highway,0.25,0.79,0.358,True,True,True
1c9440c3-999d-442c-84cc-14eb2438da27,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,Kauvery Hospital Marathahalli,Bengaluru,61.5,82.2,1.4,NH-48 (Bengaluru-Tumakuru),express_highway,0.27,0.6,0.309,True,True,True
f4cd9e1f-fd4a-41a6-b78e-821e468b5713,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,Apollo Hospitals Bangalore,Bengaluru,70.7,88.2,1.52,NH-48 (Bengaluru-Tumakuru),express_highway,0.34,0.72,0.373,True,True,True
819ae2a9-1290-4d0e-a401-0650d0594bf7,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,a0c953e6-f4d9-404d-9135-488a257b9e39,Manipal Hospitals Bangalore,Bengaluru,63.8,76.8,1.23,NH-48 (Bengaluru-Tumakuru),express_highway,0.18,0.72,0.309,True,True,True
0a2ebb9d-af2d-4e8b-8b5f-7fd128b9e021,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,eb0a1ffc-6610-461d-8093-6a12d4937469,Fortis Hospitals Bangalore,Bengaluru,67.7,90.3,1.47,NH-48 (Bengaluru-Tumakuru),express_highway,0.19,0.68,0.301,True,True,True
a65c2bc2-75ce-4567-a830-7c8d7d22974a,bb8d1c7c-24e8-444f-874c-01d085ead720,Vedavathi Pharma,Tumakuru,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,KIMS Hospitals,Bengaluru,64.3,79.0,1.21,NH-48 (Bengaluru-Tumakuru),express_highway,0.08,0.55,0.218,True,True,True
